ENTREZG_ID	logFC	Fold Change	AveExpr	t	P.Value	adj.P.Val	B
25097	-0.165987666107617	-1.12193388884922	3.00448191040262	-2.61032376478595	0.0279088146688972	0.0916367691370096	-4.52433423866886
64445	0.166168513394204	1.1220745363259	2.19914481283814	2.60765936391388	0.0280318720788691	0.0919532912687055	-4.52872229896471
293144	0.279344376714325	1.21364322686276	2.89892586120332	2.60644537448965	0.0280881217447765	0.0919532912687055	-4.53072143601751
298916	0.199496257248573	1.14829733645705	7.56481864398682	2.60643187036814	0.0280887480895507	0.0919532912687055	-4.53074367319132
29541	0.182441973665616	1.13480308179139	3.44605686248174	2.60633373266926	0.0280933003091574	0.0919532912687055	-4.53090527559316
363016	0.194956151695234	1.14468936914958	2.30742139513192	2.60593901547912	0.0281116171640731	0.0919532912687055	-4.53155524390515
24522	-0.232124640560849	-1.17456344236193	2.31610504121952	-2.60514172945105	0.0281486518259184	0.0920047840694352	-4.5328680671472
114509	-0.204706219052517	-1.15245164521542	3.20111351616812	-2.60347167949046	0.0282263860824967	0.0921891264266577	-4.53561781214214
307858	0.157811049685878	1.11559320309358	1.54647625553238	2.60046213050649	0.0283670134891117	0.0925784481015496	-4.54057241425023
58968	-0.127086411006529	-1.09208595487082	2.13628421338512	-2.59372950640872	0.0286841617852551	0.093542840055915	-4.55165330460387
311607	-0.212046540498147	-1.15833017264576	2.4531279123458	-2.59319229622202	0.0287096205302774	0.0935552566450443	-4.55253729236331
303745	-0.15529595263903	-1.11365004756261	7.01441153303179	-2.59105305192401	0.028811225894083	0.0938156044373267	-4.5560571863925
25012	-0.11831776063168	-1.0854684252787	2.23084339758246	-2.58826317975634	0.0289442757996805	0.0941552267537919	-4.56064697582261
29290	0.248309113083976	1.18781414089291	2.2599111586391	2.58795301168762	0.0289591058448946	0.0941552267537919	-4.5611572071702
25342	-0.141380782012144	-1.1029602377495	1.81293667303515	-2.58710557828938	0.0289996630024322	0.0941607221222517	-4.56255120221566
AFFX-CreX-5_at	-0.214554910648628	-1.16034587803192	11.782411167036	-2.5869586425508	0.0290067009675747	0.0941607221222517	-4.56279289891046
287606	-1.03864661486932	-2.05429962073202	4.81980921562955	-2.58640754588607	0.0290331128047256	0.0941607221222517	-4.56369938751266
171437	0.293913624967112	1.22596145879488	5.79561062309094	2.58609793642364	0.029047961719269	0.0941607221222517	-4.56420864572943
287299	0.209142574241465	1.15600094262629	3.39414087293667	2.58091820623688	0.0292975152175769	0.0948356599163539	-4.572727123978
363449	0.140575474674568	1.10234474099359	0.753385653295739	2.58086539151539	0.0293000708142403	0.0948356599163539	-4.57281396877418
252882	-0.215863809908029	-1.16139909093409	2.01112516456874	-2.5750300757902	0.0295838109874377	0.0956823707161066	-4.58240748931524
299507	-0.180278364858988	-1.13310249385792	4.66184547303162	-2.57279704379824	0.0296931187471158	0.0958958972871017	-4.58607781661802
65197	0.207317796119197	1.1545397109198	3.07510845876147	2.57247951927163	0.0297086945338369	0.0958958972871017	-4.58659967666257
94188	-0.157411665453187	-1.11528441387814	1.97679935180498	-2.57232230067391	0.0297164097355772	0.0958958972871017	-4.58685806595637
297392	0.133349872287106	1.09683755369059	4.67462629617894	2.56951414274953	0.0298545534684672	0.0962697951770498	-4.59147287191061
60423	0.273638035845752	1.20885234345948	3.99580477274461	2.5666459103293	0.029996316874895	0.0966477203783935	-4.59618559366744
361825	-0.21787092276657	-1.16301598241067	8.2974319909636	-2.56623891979685	0.0300164870973858	0.0966477203783935	-4.59685424321385
24644	0.192688307150506	1.14289138817446	10.682576243805	2.56563511954838	0.0300464361360699	0.0966721150736843	-4.59784620319197
64157	0.110798228018017	1.07982552737808	1.86714651244794	2.56446692051775	0.030104464883132	0.0967391990115696	-4.59976528810596
362519	0.275806906780654	1.21067103444878	2.48989208095075	2.56431413418068	0.0301120626407223	0.0967391990115696	-4.60001627110737
29134	-0.295645528397404	-1.22743406509524	2.7296860986087	-2.56196094591703	0.0302293248801908	0.0970437688018607	-4.6038815695759
366792	0.101328530630376	1.07276087819847	1.88304629449601	2.56090830794688	0.0302819270723509	0.097140465389479	-4.60561042949935
308283	0.39653079765003	1.31633874447474	2.97672912967902	2.55845710627531	0.0304047735398131	0.0974621858052909	-4.60963586306943
60371	-0.159573222080821	-1.11695667117178	2.28910289472825	-2.5563964411056	0.0305084335945001	0.0977219729887584	-4.61301947081775
299639	0.265668195009329	1.20219272516387	4.11755705476543	2.55594521790112	0.0305311791888961	0.0977223890927554	-4.6137603201012
360549	-0.27529562024572	-1.21024205250333	5.09177784183178	-2.55491557400072	0.0305831458390282	0.0978162643748638	-4.61545078165164
83800	-0.101605308121639	-1.0729667044745	8.93620599804935	-2.55246486985298	0.0307071906070405	0.0981047625315731	-4.61947388787193
81812	-0.10855154395491	-1.07814524241836	2.53707515458505	-2.55223688659395	0.030718755775334	0.0981047625315731	-4.61984811630661
288913	0.172898634083849	1.12732120208525	5.69639810147272	2.55162716391581	0.0307497073040068	0.0981310821717971	-4.62084893321598
64512	-0.104539046453507	-1.07515081558589	1.94909023985044	-2.55048520327688	0.0308077609860048	0.0982437898306472	-4.62272327698492
114901	-0.143139697437704	-1.10430577289154	4.85484544360118	-2.54891444848701	0.030887792465755	0.0983671164723573	-4.62530119411893
360611	-0.124803616816642	-1.09035930018383	2.37653619550869	-2.54800244218108	0.0309343555093551	0.0983671164723573	-4.62679785675994
29497	-0.287302442985666	-1.22035631590865	6.77572174410141	-2.54798749026341	0.0309351194736694	0.0983671164723573	-4.62682239311624
246281	0.189930806847218	1.14070900496763	4.05778464421608	2.54794102091573	0.0309374939333334	0.0983671164723573	-4.62689864997174
25410	0.181395617452259	1.13398033150463	2.20479825072122	2.54676188438279	0.0309978057276449	0.098486410697907	-4.62883355349717
171375	0.155359111162573	1.11369880217143	9.66986980220152	2.54187951319232	0.0312487892510607	0.0992108878426402	-4.63684370976732
29484	0.10701437829767	1.07699710979054	2.14083156391437	2.53904799977825	0.0313952764965612	0.0996027824828496	-4.64148800403771
114860	0.155216156977743	1.11358845312861	3.55402070214926	2.53417582098618	0.0316489460198314	0.100281387450765	-4.6494774034368
25723	0.133481630546881	1.0969377300984	1.26744704698136	2.53404870094206	0.0316555918729097	0.100281387450765	-4.64968582033776
314374	-0.270715339637529	-1.2064058584525	7.05259185636412	-2.53238549838792	0.0317426729733624	0.100483582357435	-4.65241252498566
25179	-0.137660881593002	-1.10011998590323	8.09012568631407	-2.5303814193813	0.031847919669564	0.100742943552113	-4.65569766943037
24948	-0.170834605669879	-1.12570952445688	2.4415132726907	-2.52802504202001	0.0319721139678104	0.101061817450555	-4.6595597446514
171357	-0.115738434537264	-1.08352950149284	2.02382089980456	-2.52728614131266	0.0320111577691919	0.101090465783682	-4.66077066761089
365389	-0.127901158629328	-1.09270287369519	1.65717762699965	-2.52696829544611	0.032027967520912	0.101090465783682	-4.66129154011649
29394	0.144186727577478	1.10510750927051	1.75542384041444	2.52480643894317	0.0321425347696457	0.101378023897547	-4.66483400129886
313375	-0.145577993343375	-1.10617373587056	1.89068586161552	-2.5236894687974	0.0322018887663444	0.101491146141046	-4.66666408609716
25407	0.377171547165063	1.29879302969464	7.8418867405501	2.52242846889605	0.0322690278662698	0.101533819146919	-4.6687299862167
89830	0.138002613271033	1.10038060257334	1.95432954290982	2.52215536010114	0.0322835873414493	0.101533819146919	-4.66917739764784
64534	-0.200762494151038	-1.14930562628596	2.89445709934976	-2.52211158398721	0.032285921663473	0.101533819146919	-4.66924911163412
690229	0.240465178677533	1.18137351889939	5.34745986652944	2.52028463342453	0.0323834926540409	0.101716512762437	-4.6722418273491
81663	0.207160424327504	1.15441377850272	2.61719369991183	2.52014251533601	0.0323910950153006	0.101716512762437	-4.67247461423642
29657	-0.284265037285197	-1.21778971807722	2.90684013113411	-2.51866589672408	0.0324701897240983	0.101890842264218	-4.67489315359129
60576	0.178894807353629	1.13201635927619	1.44101207704057	2.51608908080664	0.0326086784841427	0.102251160907098	-4.67911310115362
25030	0.113481168798741	1.08183551796404	1.76422521031133	2.51427419225248	0.0327065719456835	0.102483754443291	-4.68208481519554
315114	0.227274891633277	1.17062167090112	3.3980861330298	2.51230664362002	0.0328130312407024	0.102742831877591	-4.68530606828485
363247	0.145823984856287	1.10636236378075	3.55127648271153	2.51093026634907	0.0328877092440803	0.102849164859131	-4.68755919512433
362899	-0.14049651520601	-1.10228441072932	2.84287819829348	-2.51064980886563	0.032902946798763	0.102849164859131	-4.68801827655017
29348	0.138237790961961	1.10055999326624	2.19862597501549	2.51036556315682	0.0329183973617631	0.102849164859131	-4.68848354961774
